job_title,job_info,position,employer,city,province,skill,seniority,work_type,industry_type,min_salary,max_salary,avg_salary
Senior Supply Chain Data Analysts,"Intermediate Actuarial Analyst, Commercial Insurance Pricing",Analyst,Definity Financial Corporation,Toronto,ON,"Excel, Sas, Vba, C#, Python, R",Mid,In-Person,Technology,59400.0,118100.0,88750.0
Senior Business Intelligence Analysts,Business Analyst Position (Remote),Business Analyst,Saint Laurent Consulting,Remote,Undef,"Power Bi, Excel",ANY,Remote,Consulting,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,"Associate Pm/Business Analyst (Open To North, Central, And South America)",Data Associate,Function Health,Remote,Undef,"Sql, Python, Tableau, Swift, Machine Learning, Aws, Confluence, Excel, Gap, Power Bi, Jira",Mid,Remote,Healthcare,68500.0,87000.0,77750.0
Systems and Data Analysts,Information And Data Management Advisor/Analyst/Officer,Data Officer,Cnsc/Ccsn,Ottawa,ON,Undef,ANY,In-Person,Others,76000.0,89440.0,82720.0
Senior Data Analysts,Data Analyst,Data Analyst,Cabela'S,Winnipeg,MB,"Sql, Power Bi, Python, Visual Basic, Excel, Google Cloud Platform",ANY,In-Person,Others,58000.0,58000.0,58000.0
Senior Data Analysts,Data Analyst,Data Analyst,Value Partners Investments,Winnipeg,MB,"Power Bi, Fabric, Tableau, Sql, Gap, Python, R",ANY,In-Person,Finance,30240.56,57200.0,43720.28
Senior Business Analysts,"Analyst, Business Intelligence",BI Analyst,Vancouver Whitecaps Fc,Vancouver,BC,"Sql, Tableau, Power BI, Excel",ANY,In-Person,Technology,70000.0,80000.0,75000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Canadian Tire Corporation,Oakville,ON,"Aws, Sql, Big Data, Snowflake, Hadoop, Azure, Python",Senior,In-Person,Others,30240.56,57200.0,43720.28
Systems and Data Analysts,"Specialist, Business Intelligence Data Warehouse",Data Specialist,Island Health,Victoria,BC,"Database, Sql",Senior,In-Person,Healthcare,94931.2,136448.0,115689.6
Business and Marketing Analysts,Business Analyst,Business Analyst,The Minto Group,Ottawa,ON,"Power Bi, Excel, Sql",ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Business Intelligence Analysts,"Senior Data Analyst, Pricing And Finance",Financial Analyst,Servicetitan,Remote,Undef,"Tableau, Sql, Big Data, Excel, Apache Airflow",Senior,Remote,Technology,30240.56,102000.0,66120.28
Business Systems Analysts,Business Data Analyst,Data Analyst,Scotiabank,Toronto,ON,"Big Data, Sql, Excel, Gap, Big Data",ANY,In-Person,Finance,85816.8,91520.0,88668.4
Senior Business Analysts,Senior Business Data Analyst,Data Analyst,Ontario Securities Commission,Toronto,ON,"Tableau, Crystal, Sql, Gap, Python, R",Senior,In-Person,Technology,66000.0,84500.0,75250.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Porter Airlines Inc.,Toronto,ON,Excel,ANY,In-Person,Others,65000.0,87000.0,76000.0
Systems and Data Analysts,Data Analyst - Informatics And Systems,System Analyst,Systematic Squad Inc.,Calgary,AB,Database,ANY,In-Person,Others,62400.0,62400.0,62400.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Delbridge Solutions Inc.,Concord,ON,Sql,ANY,In-Person,Consulting,85816.8,91520.0,88668.4
Senior Business Intelligence Analysts,"Capacity Planning Analyst, Workforce Management",Analyst,Sun Life,North York,ON,"Tableau, Genesys, Sql",ANY,In-Person,Others,54300.0,88300.0,71300.0
Senior Business Intelligence Analysts,"Risk Analyst, Third Party Risk Management",Risk Analyst,Aviva,Markham,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,"Business And Quality Assurance Analyst, Scotiabank",Analyst,Scotiabank,Toronto,ON,Undef,ANY,In-Person,Finance,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,"Capacity Planning Analyst, Workforce Management",Analyst,Sun Life,Waterloo,ON,"Tableau, Genesys, Sql",ANY,In-Person,Others,54300.0,88300.0,71300.0
Financial and Operational Analysts,"Analyst, Marketing Analytics",Analyst,Klick Health,Toronto,ON,"Tableau, Sql, Database",ANY,In-Person,Healthcare,50000.0,76458.0,63229.0
Business and Technical Analysts,Hr Servicenow Analyst,Analyst,Ledcor,Calgary,AB,"Excel, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business and Technical Analysts,Hr Servicenow Analyst,Analyst,Ledcor,Edmonton,AB,"Excel, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,Strategic Risk Growth Analyst,Risk Analyst,Vault Credit Corporation,Toronto,ON,Undef,ANY,In-Person,Technology,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,"Analyst Ii, Credit Analytics, Full Stack",Analyst,Affirm,Remote in Toronto,ON,"Machine Learning, Python, Sql",Mid,Remote,Legal,109000.0,159000.0,134000.0
Senior Business Intelligence Analysts,"Windsor Police Service - Systems Analyst, Business Solutions",System Analyst,City Of Windsor,Windsor,ON,"Database, Sql, SQL, Shell, C#, Python, Javascript",ANY,In-Person,Technology,108000.0,118000.0,113000.0
Senior Supply Chain Data Analysts,Sr. Business Analyst,Business Analyst,Electronic Arts,Vancouver,BC,"Tableau, Aws, Sql, Azure, Power Bi, Looker, Database",Senior,In-Person,Others,89300.0,123000.0,106150.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Mgis,Ottawa,ON,Undef,ANY,In-Person,Others,65000.0,87000.0,76000.0
Business and Technical Analysts,Hr Servicenow Analyst,Analyst,Ledcor,Vancouver,BC,"Excel, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Tableau, Machine Learning, Sql, Excel, Alteryx, Vba",ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Business Analysts,Research Analyst 1,Analyst,City Of Toronto,Toronto,ON,Excel,ANY,In-Person,Technology,90646.4,99320.0,94983.2
Financial and Operational Analysts,Merchandise Analyst,Analyst,Circle K,Toronto,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Financial and Operational Analysts,Risk Analyst,Risk Analyst,Goeasy,Mississauga,ON,"Sas, Sql",ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Data Analysts,"Analyst, Reliability",Analyst,Porter Airlines Inc.,Toronto,ON,"Tableau, Excel, R",ANY,In-Person,Others,69000.0,86000.0,77500.0
Systems and Data Analysts,Business Intelligence Specialist Analytics (With Qlik Experience),Data Specialist,Caa Club Group,Thornhill,ON,"Sql, Power BI, Ssrs, Qliksense, Big Data, SQL, Excel, Qlik Sense, Database",Senior,In-Person,Others,76000.0,89440.0,82720.0
Financial and Operational Analysts,"Portfolio Management Analyst, Quantitative Equity",Quantitative Analyst,"Connor, Clark & Lunn Financial Group",Vancouver,BC,Excel,ANY,In-Person,Finance,90000.0,180000.0,135000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Energy Safety Canada,Calgary,AB,"Database, Html",ANY,In-Person,Energy,65000.0,87000.0,76000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Bayshore Healthcare,Mississauga,ON,"Power Bi, Jira, Miro",ANY,In-Person,Healthcare,65000.0,87000.0,76000.0
Systems and Data Analysts,Data Analyst - Informatics And Systems,System Analyst,Sulymon Global Inc.,North York,ON,"Database, Python, Sql",ANY,In-Person,Others,90480.0,90480.0,90480.0
Systems and Data Analysts,Chief Functional And Data Analyst,Data Analyst,National Bank Of Canada,Montreal,QC,"Aws, Confluence, Github, Java, Lucidchart, Jira",Senior,In-Person,Finance,76000.0,89440.0,82720.0
Senior Supply Chain Data Analysts,"Functional Analyst, Process Improvement",Analyst,Vancouver Coastal Health,Vancouver,BC,Undef,ANY,In-Person,Healthcare,79310.40000000001,114025.6,96668.0
Business and Technical Analysts,Emr Analyst,Analyst,Medicentres Canada Inc.,Newmarket,ON,Undef,ANY,In-Person,Healthcare,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,Business Process Analyst,Analyst,Enercare,Markham,ON,"Excel, Tableau, Sql, Gap, Power Bi",ANY,In-Person,Automotive,68000.0,88300.0,78150.0
Senior Business Analysts,Business Analyst Intern/Junior,Intern,Norsat International Inc,Richmond,BC,"Power Bi, Excel, Sql, Database",ANY,In-Person,Others,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,Customer Solution Analyst,Analyst,Mccain Foods Limited,Toronto,ON,Power Bi,ANY,In-Person,Technology,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,"It Business Analyst, Intact Lab",Business Analyst,Intact,Montreal,QC,"Machine Learning, Jira, Confluence",ANY,In-Person,Others,68500.0,87000.0,77750.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Alliance Door Products,Abbotsford,BC,Excel,ANY,In-Person,Others,30240.56,57200.0,43720.28
Business Systems Analysts,Business Support Systems Analyst,System Analyst,Eastlink,Halifax,NS,Undef,ANY,In-Person,Others,85816.8,91520.0,88668.4
Senior Business Analysts,Senior Business Analyst,Business Analyst,"Taro Pharmaceuticals Inc, Canada",Brampton,ON,Excel,Senior,In-Person,Healthcare,66000.0,84500.0,75250.0
Senior Data Analysts,Marketing Data Analyst,Data Analyst,Triumph Well Services,Calgary,AB,Undef,ANY,In-Person,Service,104000.0,104000.0,104000.0
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Database, Database, Tableau, Sql, Alteryx, Python, R",ANY,In-Person,Others,65000.0,87000.0,76000.0
Business and Technical Analysts,Business Intelligence & Analytics Student-Fall 2024 Co-Op,BI Analyst,Irving Shipbuilding,Dartmouth,NS,Excel,ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,"Sr. Analyst, Business Intelligence",BI Analyst,Gildan Activewear Inc,Montreal,QC,"Tableau, Sql, Snowflake, Qlikview, Talend",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Data Analysts,Data Warehouse Analyst,Analyst,Visay Technologies Inc,Edmonton,AB,Database,ANY,In-Person,Technology,87464.0,87464.0,87464.0
Senior Business Analysts,Senior Compensation Analyst,Analyst,Servicetitan,Remote,Undef,Excel,Senior,Remote,Technology,30240.56,93000.0,61620.28
Financial and Operational Analysts,Risk & Audit Analyst,Risk Analyst,University Of Manitoba,Winnipeg,MB,Undef,ANY,In-Person,Technology,64731.76,97097.64,80914.7
Systems and Data Analysts,Product Support Analyst - Database And Etl,Analyst,Copperleaf Technologies Inc.,Metro Vancouver Regional District,BC,"Aws, Sql, Oracle Database, Database, Database, Reason",ANY,In-Person,Technology,85000.0,110000.0,97500.0
Senior Business Analysts,Operations Analyst,Analyst,Tim Hortons | Company #4020653,London,ON,"Sas, Fabric, Excel",ANY,In-Person,Others,66000.0,84500.0,75250.0
Systems and Data Analysts,Programs Data Analyst,Data Analyst,Owen Sound Family Health Team,Owen Sound,ON,Database,ANY,In-Person,Healthcare,45344.0,57200.0,51272.0
Business Systems Analysts,Business System Analyst,System Analyst,Ust Global,Toronto,ON,"Sql, Excel",ANY,In-Person,Others,85816.8,91520.0,88668.4
Senior Supply Chain Data Analysts,Bsan-Business Systems Analyst,System Analyst,Lifemark Health Group,North York,ON,"Confluence, Excel, Gap, Azure, Jira",ANY,In-Person,Healthcare,68500.0,87000.0,77750.0
Systems and Data Analysts,Hrt Applications Business Analyst,Business Analyst,Vail Resorts Corporate,Remote,Undef,"C#, Excel, Sql, Database",ANY,Remote,Travel,70000.0,87110.0,78555.0
Senior Business Intelligence Analysts,Data And Policy Analyst Ii,Analyst,City Of Edmonton,Edmonton,AB,Database,Mid,In-Person,Technology,85915.26,108564.32,97239.79
Financial and Operational Analysts,Pricing Analyst,Analyst,Alliance Door Products,Calgary,AB,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Analysts,Junior Analyst Position,Analyst,Cti Living,Etobicoke,ON,Excel,Junior,In-Person,Others,48000.0,57200.0,52600.0
Senior Business Intelligence Analysts,Revenue Operations Business Analyst,Business Analyst,Maintainx,Toronto,ON,"Shell, C#, Jira, Confluence",ANY,In-Person,Others,30240.56,57200.0,43720.28
Senior Business Intelligence Analysts,Demand Planning Analyst,Analyst,Cozey,Mont-royal,QC,"Vba, Excel",ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Analysts,Business Analyst Senior 7698-1809,Business Analyst,Foilcon,Toronto,ON,Undef,Senior,In-Person,Technology,66000.0,84500.0,75250.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Jeevan Technologies,Toronto,ON,Undef,Senior,In-Person,Technology,137280.0,180000.0,158640.0
Senior Supply Chain Data Analysts,Cost And Pricing Analyst,Analyst,Imp Group,Amherst,NS,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Macdon Industries Ltd.,Winnipeg,MB,Excel,ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Supply Chain Data Analysts,Broadridge Specialized Analyst - Only,Analyst,C.G.I.,Montreal,QC,"Jira, Gap, Sql, Confluence",ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,Business Analyst - Core Operations,Business Analyst,Bc Centre For Excellence In Hiv/Aids,Vancouver,BC,"Python, Sql",ANY,In-Person,Others,67861.0,93310.8,80585.9
Senior Supply Chain Data Analysts,"Business Analyst, Workday",Business Analyst,Element Fleet Management,Mississauga,ON,"Jira, Excel, Smartsheet",ANY,In-Person,Others,68500.0,87000.0,77750.0
Financial and Operational Analysts,Fuel Pricing Analyst,Analyst,Canco,Kelowna,BC,Undef,ANY,In-Person,Others,60000.0,70000.0,65000.0
Business Systems Analysts,"B2C Business Systems Analyst Toronto, Canada Information Technology",System Analyst,"Rothmans, Benson & Hedges Inc",Toronto,ON,Undef,ANY,In-Person,Others,92610.0,103700.0,98155.0
Business and Technical Analysts,Calgary Based Data Analyst I-Iii - Mfl/Geo Pipeline In-Line Inspection & Data Imu Analyst,Data Analyst,Entegra Llp,Leduc,AB,Excel,ANY,In-Person,Others,64123.59,86600.0,75361.795
Financial and Operational Analysts,Cost Analyst,Analyst,Intelcom,Montreal,QC,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Analysts,Senior Logistics Analyst,Logistic Analyst,Newage Products Inc,Remote,Undef,"Tableau, Crystal, Sql, Excel, Vba, Database",Senior,Remote,Others,66000.0,84500.0,75250.0
Senior Business Analysts,Operations Analyst,Analyst,Clearesult,Port Coquitlam,BC,Excel,ANY,In-Person,Others,58240.0,58240.0,58240.0
Business and Technical Analysts,Accounting/Reporting Analyst,Analyst,Bgis,Markham,ON,"Fabric, Excel, R",ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,Business Intelligence Developer (Local To Quebec),Developer,Q1 Technologies,Montreal,QC,"Power Bi, Sql, Database",ANY,In-Person,Technology,137280.0,145600.0,141440.0
Senior Supply Chain Data Analysts,Laboratory Analyst (4-Month Contract),Analyst,Als Global,Kamloops,BC,Excel,ANY,In-Person,Others,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,24-144 Business Solutions Analyst,Analyst,The City Of Maple Ridge,Maple Ridge,BC,Maple,ANY,In-Person,Technology,94494.4,111633.6,103064.0
Senior Supply Chain Data Analysts,Sr. Business Systems Analyst (Salesforce),System Analyst,Authentic8,Remote,Undef,"C#, Jira, Confluence",Senior,Remote,Others,68500.0,87000.0,77750.0
Business and Technical Analysts,Cfd Analyst,Analyst,Enerkem Inc.,Montreal,QC,"C#, Python",ANY,In-Person,Others,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,Ecommerce Brand Advocate Analyst - Hybrid - 12 Month Contract,Statistician,The Home Depot Canada,Toronto,ON,"Tableau, Excel, Looker",ANY,Hybrid,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,American Iron And Metal,Hamilton,ON,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,Senior Technical Business Systems Analyst (Hybrid Temporary Assignment Until July 2025),System Analyst,Scotiabank,Scarborough,ON,"Gap, Excel",Senior,Hybrid,Finance,68500.0,87000.0,77750.0
Financial and Operational Analysts,Compensation Analyst,Analyst,Boreala Management,Montreal,QC,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Insync,Calgary,AB,Undef,ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Supply Chain Data Analysts,Digital Supply Chain Planning Analyst,Analyst,Mccain Foods Limited,Toronto,ON,Undef,ANY,In-Person,Technology,68500.0,87000.0,77750.0
Systems and Data Analysts,Lifespan Cognition Lab Data Analyst Lead,Lead,Kwantlen Polytechnic University,Surrey,BC,"Html, Sql, Reason, Excel, Python, Javascript, R, Database",Senior,In-Person,Technology,37440.0,57200.0,47320.0
Business and Marketing Analysts,It Business Analyst,Business Analyst,Spark Power,Oakville,ON,Oracle Cloud,ANY,In-Person,Energy,65000.0,87000.0,76000.0
Business and Technical Analysts,"Sr Analyst, Sustainability",Analyst,Gildan Activewear Inc,Montreal,QC,"Power Bi, Tableau, Excel",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Business Intelligence Analysts,Capital Surveillance Analyst - Investor Relations,Analyst,S&P Global,Toronto,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0
Systems and Data Analysts,"Business Intelligence Engineer, Supply Chain Optimization Technologies, Fulfillment Availability",Data Engineer,Amazon Development Centre Canada Ulc - K03,Vancouver,BC,"Sql, Database, Tableau, Machine Learning, Aws, Big Data, Python",ANY,In-Person,Construction,76400.0,76400.0,76400.0
Business and Technical Analysts,Project Manager/Business Analyst (Hybrid),Manager,Saint Laurent Consulting,Winnipeg,MB,Undef,ANY,Hybrid,Consulting,64123.59,86600.0,75361.795
Business and Technical Analysts,"Data System Analyst (Need -Snowflake, Hadoop, Etl) @ Markham - Hybrid - Long Term",System Analyst,Atlantis It Group,Toronto,ON,"Hadoop, Informatica, Snowflake, Aws, Sql, Postgresql, Qliksense, Scala, Big Data, Shell, Sas, Teradata, Python",ANY,Hybrid,Technology,64123.59,86600.0,75361.795
Senior Supply Chain Data Analysts,Bank Rec Analyst - 6 Month Contract,Analyst,The Boyd Group,Winnipeg,MB,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0
Business and Marketing Analysts,Analyst - Market Research,Analyst,A&M Canadian Immigration Law Corporation,Winnipeg,MB,Database,ANY,In-Person,Legal,45760.0,57200.0,51480.0
Senior Supply Chain Data Analysts,Business Analyst (Intermediate) 7647-1812,Business Analyst,Foilcon,Toronto,ON,"Sql, Mysql, Database, Power Platform, Azure, Jira",Mid,In-Person,Technology,68500.0,87000.0,77750.0
